Ax,Ay,Az,Gx,Gy,Gz,Activity
0.4333333437219827,0.0194444453391774,0.8930556332257938,-0.0897971913218498,-0.058643065392971,0.1270599663257599,-1
0.4277777761889662,0.0180555564949144,0.8763889306267443,-0.0784961804747581,-0.1472185254096985,0.1313360333442688,-1
0.4402778031382534,-0.0041666669126628,0.9027777791608564,0.0073303831741213,-0.1747074574232101,0.1960877478122711,-1
0.4402778031382534,-0.0041666669126628,0.9027777791608564,0.0073303831741213,-0.1747074574232101,0.1960877478122711,-1
0.423611149163062,-0.0097222226695887,0.9263889411761764,0.0662788823246955,-0.0125227374956011,0.2324342280626297,-1
0.4111111222137748,0.0097222226695887,0.9152778061101436,-0.0335975885391235,-0.1783726513385773,0.2400700449943543,-1
0.4625000246464612,0.0055555557569258,0.8625000117942031,-0.1719585657119751,-0.4132503271102905,0.2006692290306091,-1
0.4763888948551444,-0.0180555564949144,0.8652777955607113,-0.0897971913218498,-0.3310889601707459,0.2409863322973251,-1
0.4777777867383985,-0.0333333353013029,0.8861111738095232,0.0522289797663688,-0.0287106670439243,0.2669481039047241,-1
0.447222262554524,-0.0194444453391774,0.9027777791608564,0.0177150927484035,0.0717766657471656,0.2981022298336029,-1
0.4527777814636824,-0.0125000003581147,0.8805556062765068,0.0262672062963247,0.1084285825490952,0.2528982162475586,-1
0.4736111110886361,-0.0125000003581147,0.8847222819262691,0.090408056974411,0.1875356286764145,0.1713477075099945,-1
0.4736111110886361,-0.0125000003581147,0.8847222819262691,0.1185078546404839,0.0992656052112579,0.1093448773026466,-1
0.4763888948551444,-0.0263888910799879,0.8833333900430149,0.1661553531885147,0.1936442852020264,0.0934623852372169,-1
0.4583333489966989,-0.0222222230277034,0.9111111304603812,0.1908953934907913,0.275805652141571,0.0775798857212066,-1
0.447222262554524,-0.0208333341834404,0.9166666979933976,0.1945605874061585,0.3869831264019013,0.0335975885391235,-1
0.4263888843057121,-0.0111111115138517,0.9069444548106188,0.2037235647439957,0.5870414972305298,0.0372627787292003,-1
0.4263888843057121,-0.0111111115138517,0.9069444548106188,0.2626720666885376,0.5998696684837341,0.0439822971820831,-1
0.4458333706712698,-0.0013888889392314,0.9111111304603812,0.3506366610527039,0.5189300179481506,0.0726929605007171,-1
0.4333333437219827,-0.0027777778784629,0.8916667413425396,0.4291328489780426,0.6774495840072632,0.0824668109416961,-1
0.4333333437219827,-0.0027777778784629,0.8916667413425396,0.3365867435932159,0.5461135506629944,0.4242459237575531,-1
0.3722222467303756,0.0222222230277034,0.8055555904523584,-0.4547891616821289,-1.42637038230896,0.8851437568664551,-1
