Ax,Ay,Az,Gx,Gy,Gz,Activity
0.3791666818347171,0.0069444449810627,0.9152778061101436,-0.00335975876078,-0.0534507073462009,-0.041233405470848,-1
0.3791666818347171,0.0222222230277034,0.9263889411761764,0.0439822971820831,-0.0397062413394451,-0.0687223374843597,-1
0.3736111143017006,0.0277777799242509,0.8958333197445858,0.0595593601465225,-0.0048869219608604,-0.0852157026529312,-1
0.354166676560001,0.0250000007162294,0.8944445251090479,0.0265726372599601,0.0363464802503585,-0.0809396430850029,-1
0.3513888927934928,0.0138888899621254,0.8750000387434902,-0.0036651915870606,0.1096503138542175,-0.0723875313997268,-1
0.3458333495724053,0.0083333338253257,0.8680555793272196,0.0167987942695617,0.1282816976308823,-0.0351247526705265,-1
0.3458333495724053,0.0027777778784629,0.8625000117942031,0.1053742542862892,0.0897971913218498,0.0177150927484035,-1
0.3527777846767469,0.0027777778784629,0.8722222549769819,0.1514945775270462,0.0983493030071258,0.0326812900602817,-1
0.4027777952261792,0.0027777778784629,0.8847222819262691,0.1267545372247696,0.0455094613134861,0.0726929605007171,-1
0.459722240879953,0.0041666669126628,0.9111111304603812,0.0094684110954403,-0.0226020142436027,0.0580321997404098,-1
0.495833332596844,0.0041666669126628,0.919444481759906,-0.0143553335219621,-0.1456913650035858,0.0503963828086853,-1
0.6125000076708998,-0.0166666676506514,1.027777854158295,-0.0097738439217209,-0.3793473243713379,-0.005192354787141,-1
0.6861111316117942,-0.0250000007162294,1.076388972824473,-0.1301143020391464,-0.599564254283905,0.0207694191485643,-1
0.7152778125362727,-0.0291666687685139,1.084722226876282,-0.3039054572582245,-0.8002334833145142,0.1572978049516678,-1
0.6652778019868404,-0.0291666687685139,1.055555594575661,-0.3875939846038818,-0.8390234112739563,0.1963931769132614,-1
0.6222222508536788,-0.0263888910799879,1.036111108210104,-0.4392121136188507,-0.8487972617149353,0.2461786866188049,-1
0.5486111269127845,-0.0194444453391774,0.9736111679591006,-0.4419609904289246,-0.816421389579773,0.2541199326515198,-1
0.5486111269127845,-0.0194444453391774,0.9736111679591006,-0.4300491213798523,-0.7816020846366882,0.2440406680107117,-1
0.3847222250558046,0.0083333338253257,0.8069444823356124,-0.3436116874217987,-0.6792821288108826,0.1035416573286057,-1
0.294444447139719,0.0333333353013029,0.7402778178109888,-0.2819143235683441,-0.4944954216480255,-0.1114829108119011,-1
0.2402777852524534,0.0388888906783549,0.6791666721955235,-0.1420261710882187,-0.2141082733869553,-0.2968805134296417,-1
0.2111111286399039,0.0180555564949144,0.6541666669208074,0.1811215430498123,0.0965167060494422,-0.4486805200576782,-1
0.2375000014859451,-0.0055555557569258,0.6638889101035863,0.4334088861942291,0.2599231600761414,-0.4841107130050659,-1
0.2736111175147652,-0.0250000007162294,0.6861111316117942,0.6264423131942749,0.2984076738357544,-0.4602869749069214,-1
0.3138889091933476,-0.0319444464570399,0.7361111421612264,0.6902777552604675,0.357050746679306,-0.2825251817703247,-1
0.3750000061849548,-0.0388888906783549,0.8277778119605662,0.5641340613365173,0.3341432809829712,-0.0821613743901252,-1
0.4930555974541939,-0.0222222230277034,0.8902778494592856,0.4480696618556976,0.2235766798257828,0.0213802829384803,-1
0.4930555974541939,-0.0222222230277034,0.8902778494592856,0.0271835029125213,0.0830776765942573,0.1530217379331589,-1
0.6305556021532035,0.0250000007162294,0.9625000328930676,-0.0439822971820831,0.1939497143030167,0.1270599663257599,-1
0.6208333589704247,0.0222222230277034,0.9541666815935428,-0.0369573459029197,0.1991420686244965,0.0760527253150939,-1
0.6000000293454709,0.0180555564949144,0.9375000762422095,-0.0021380283869802,0.1695151031017304,0.0345138870179653,-1
0.5916666780459461,0.0138888899621254,0.9333334005924472,0.0061086523346602,0.1368338167667389,0.0070249503478407,-1
0.5652777808879759,0.0055555557569258,0.8999999953943482,-0.0024434609804302,0.0507018156349659,-0.0195476878434419,-1
0.5500000187960387,0.0027777778784629,0.8986111035110941,0.0091629782691597,-0.0226020142436027,-0.0158824957907199,-1
0.5361111485873555,-0.0013888889392314,0.8847222819262691,0.0354301854968071,-0.0681114718317985,-0.0054977871477603,-1
0.5152778189624018,0.0055555557569258,0.8861111738095232,0.0626136884093284,-0.1215621829032898,0.0216857157647609,-1
0.5222222297548142,0.0055555557569258,0.8958333197445858,0.110566608607769,-0.0650571510195732,-0.0091629782691597,-1
0.5222222297548142,0.0027777778784629,0.9027777791608564,0.1276708394289017,-0.0351247526705265,-0.0299323964864015,-1
0.5152778189624018,0.0194444453391774,0.8944445251090479,0.0452040284872055,-0.1010981947183609,0.0360410511493682,-1
0.4805555705049067,0.0388888906783549,0.8750000387434902,-0.0726929605007171,-0.2031126916408539,0.0448985956609249,-1
0.5152778189624018,0.0277777799242509,0.8777778225099985,-0.1007927656173706,-0.1930334120988846,0.0116064399480819,-1
0.5361111485873555,0.0152777788063884,0.8902778494592856,-0.0497855171561241,-0.1148426681756973,-0.0287106670439243,-1
0.5347222567041013,0.0180555564949144,0.9069444548106188,-0.0198531206697225,-0.0326812900602817,-0.0885754600167274,-1
0.5111111433126394,0.0194444453391774,0.8875000656927773,-0.0125227374956011,0.0253509078174829,-0.0803287774324417,-1
0.4888889218044315,0.0194444453391774,0.8666666874439655,0.0406225398182869,0.0345138870179653,-0.0705549344420433,-1
0.4625000246464612,0.0180555564949144,0.8555555523779325,0.0891863256692886,-0.0027488935738801,-0.0329867228865623,-1
0.4791666786216526,0.0208333341834404,0.848611190209378,0.0791070461273193,-0.0177150927484035,-0.0131336031481623,-1
0.4972222244800981,0.0361111129898289,0.8611111199109489,0.0201585534960031,-0.0971275717020034,0.0143553335219621,-1
0.5166666622217978,0.0375000018340919,0.8708333630937278,-0.0836885422468185,-0.2131919711828232,0.0507018156349659,-1
0.4902778136876856,0.0319444464570399,0.8666666874439655,-0.1496619880199432,-0.2235766798257828,0.1145372316241264,-1
0.483333354271415,0.0236111118719664,0.8805556062765068,-0.0858265683054924,-0.1230893433094025,0.078801617026329,-1
0.4930555974541939,0.0222222230277034,0.8694444712104737,0.0006108652451075,-0.0561996027827262,0.0540615729987621,-1
0.5402777756132597,0.0180555564949144,0.8750000387434902,-0.0155770638957619,-0.1560760736465454,-0.0256563406437635,-1
0.5652777808879759,0.0041666669126628,0.8736111468602361,-0.1093448773026466,-0.3827070891857147,-0.0351247526705265,-1
0.5097222514293852,0.0041666669126628,0.8625000117942031,-0.1609629988670349,-0.4266893863677979,0.1065959855914116,-1
0.4930555974541939,0.0041666669126628,0.8541666604946784,-0.0806342139840126,-0.3842342495918274,0.104763388633728,-1
0.5361111485873555,0.0083333338253257,0.8430556226763616,0.0140499006956815,-0.3139847218990326,0.0302378293126821,-1
0.5763889159540089,0.0152777788063884,0.8541666604946784,0.0488692186772823,-0.2638937830924988,-0.0268780700862407,-1
0.5875000023961837,0.0152777788063884,0.8430556226763616,0.0293215326964855,-0.2247984111309052,-0.0662788823246955,-1
0.6000000293454709,-0.0069444449810627,0.8222222444275497,0.0226020142436027,-0.1270599663257599,-0.0937678143382072,-1
0.5944444618124544,-0.0180555564949144,0.8250000281940579,0.0442877300083637,-0.0467311926186084,-0.1029307916760445,-1
0.5458333431462763,-0.0069444449810627,0.8319444876103286,0.0821613743901252,-0.0229074470698833,-0.0555887371301651,-1
0.5263889054045766,0.0027777778784629,0.8319444876103286,0.1401935666799545,0.0452040284872055,-0.0387899428606033,-1
0.4972222244800981,-0.0013888889392314,0.8236111363108038,0.145080491900444,-0.00335975876078,-0.0357356183230876,-1
0.5361111485873555,0.0083333338253257,0.8347222713768369,0.1056796908378601,-0.1478293836116791,0.0167987942695617,-1
0.554166694445801,0.0097222226695887,0.8430556226763616,0.08460483700037,-0.2138028293848038,0.0540615729987621,-1
0.5319444729375932,0.0055555557569258,0.8208333525442956,0.0406225398182869,-0.2574796974658966,0.0839939713478088,-1
0.5055555757796228,0.0097222226695887,0.8291667038438203,0.0687223374843597,-0.3109304010868073,0.1258382350206375,-1
0.5041666838963688,0.0097222226695887,0.8083333742188665,0.0690277740359306,-0.3237585723400116,0.166460782289505,-1
0.5291666891710849,0.0069444449810627,0.8013889148025959,-0.0070249503478407,-0.4147774875164032,0.2455678284168243,-1
0.5513889106792927,0.0069444449810627,0.8041666985691042,-0.0537561401724815,-0.3649919927120209,0.2813034355640411,-1
0.5805555916037712,0.0069444449810627,0.815277785011279,-0.0852157026529312,-0.3539963960647583,0.2351831197738648,-1
0.5819444834870254,-0.0055555557569258,0.7930555635030712,-0.1160643994808197,-0.5971207618713379,0.2138028293848038,-1
0.577777807837263,-0.0236111118719664,0.8069444823356124,-0.1007927656173706,-0.4728097021579742,0.2635883390903473,-1
0.6416666885953783,-0.0375000018340919,0.8111111579853748,-0.1313360333442688,-0.7944302558898926,0.2232712507247925,-1
0.6416666885953783,-0.0375000018340919,0.8111111579853748,-0.2779437005519867,-0.9181304574012756,0.1716531366109848,-1
0.6680555857533487,-0.0041666669126628,0.7833333689441504,-0.7446447610855103,-1.837788105010986,0.1038470938801765,-1
